Transaction ID,Date,Project ID,Project Name,Department,Expense Category,Sub-Category,Vendor,Description,Amount,Payment Method,Status
396,2024-07-16,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
397,2024-07-17,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,Prototype components,$600.00,Company Credit Card,Approved
398,2024-07-17,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
399,2024-07-18,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent A,Quarterly commission,$1200.00,Bank Transfer,Approved
400,2024-07-18,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
401,2024-07-19,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
402,2024-07-19,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
403,2024-07-20,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
404,2024-07-20,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
405,2024-07-21,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
406,2024-07-21,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
407,2024-07-22,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
408,2024-07-22,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
409,2024-07-23,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
410,2024-07-23,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
411,2024-07-24,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
412,2024-07-24,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
413,2024-07-25,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
414,2024-07-25,PROJ-003,Gamma Integration,Sales,Software,CRM,SalesForce,Monthly subscription,$150.00,Bank Transfer,Approved
415,2024-07-26,PROJ-004,Delta R&D,Research,Travel,Accommodation,Grand Hotel,Hotel for conference,$250.00,Company Credit Card,Approved
416,2024-07-26,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
417,2024-07-27,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
418,2024-07-27,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
419,2024-07-28,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
420,2024-07-28,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
421,2024-07-29,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
422,2024-07-29,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Motel 6,Hotel stay for a night,$90.00,Company Credit Card,Approved
423,2024-07-30,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
424,2024-07-30,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
425,2024-07-31,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
426,2024-07-31,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
427,2024-08-01,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
428,2024-08-01,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
429,2024-08-02,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
430,2024-08-02,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
431,2024-08-03,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
432,2024-08-03,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
433,2024-08-04,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
434,2024-08-04,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
435,2024-08-05,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
436,2024-08-05,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
437,2024-08-06,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
438,2024-08-06,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,New feature license,$150.00,Company Credit Card,Approved
439,2024-08-07,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Inn & Suites,Hotel for client visit,$180.00,Company Credit Card,Approved
440,2024-08-07,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical supplies,$150.00,Company Credit Card,Approved
441,2024-08-08,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
442,2024-08-08,PROJ-002,Beta Test,Engineering,Travel,Meals,Diner,Team breakfast,$45.00,Petty Cash,Approved
443,2024-08-09,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Grand Hotel,Hotel for hackathon,$280.00,Company Credit Card,Approved
444,2024-08-09,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent A,Quarterly commission,$1200.00,Bank Transfer,Approved
445,2024-08-10,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
446,2024-08-10,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
447,2024-08-11,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
448,2024-08-11,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
449,2024-08-12,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
450,2024-08-12,PROJ-004,Delta R&D,Research,Travel,Flights,FlyHigh Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
451,2024-08-13,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
452,2024-08-13,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,Prototype components,$600.00,Company Credit Card,Approved
453,2024-08-14,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
454,2024-08-14,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
455,2024-08-15,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
456,2024-08-15,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
457,2024-08-16,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Motel 6,Hotel for vendor meeting,$90.00,Company Credit Card,Approved
458,2024-08-16,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
459,2024-08-17,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
460,2024-08-17,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
461,2024-08-18,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
462,2024-08-18,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
463,2024-08-19,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
464,2024-08-19,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
465,2024-08-20,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
466,2024-08-20,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
467,2024-08-21,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
468,2024-08-21,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
469,2024-08-22,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
470,2024-08-22,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Glassware and consumables,$120.00,Company Credit Card,Approved
471,2024-08-23,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
472,2024-08-23,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
473,2024-08-24,PROJ-005,Epsilon Dev,Engineering,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
474,2024-08-24,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Annual renewal,$800.00,Bank Transfer,Approved
475,2024-08-25,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
476,2024-08-25,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
477,2024-08-26,PROJ-002,Beta Test,Engineering,Supplies,Office Supplies,Staples,Whiteboard and markers,$90.00,Company Credit Card,Approved
478,2024-08-26,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Motel 6,Hotel for hackathon,$90.00,Company Credit Card,Approved
479,2024-08-27,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
480,2024-08-27,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
481,2024-08-28,PROJ-001,Alpha Launch,Marketing,Travel,Accommodation,Hilton,Hotel stay for conference,$1400.00,Company Credit Card,Approved
482,2024-08-28,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
483,2024-08-29,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
484,2024-08-29,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
485,2024-08-30,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical order,$90.00,Company Credit Card,Approved
486,2024-08-30,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
487,2024-08-31,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
488,2024-08-31,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
489,2024-09-01,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
490,2024-09-01,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
491,2024-09-02,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
492,2024-09-02,PROJ-002,Beta Test,Engineering,Travel,Flights,FlyHigh Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
493,2024-09-03,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for a night,$90.00,Company Credit Card,Approved
494,2024-09-03,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Monthly fee,$150.00,Bank Transfer,Approved
495,2024-09-04,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
496,2024-09-04,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
497,2024-09-05,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
498,2024-09-05,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
499,2024-09-06,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Team dinner,$150.00,Company Credit Card,Approved
500,2024-09-06,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
501,2024-09-07,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
502,2024-09-07,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
503,2024-09-08,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
504,2024-09-08,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
505,2024-09-09,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
506,2024-09-09,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
507,2024-09-10,PROJ-002,Beta Test,Engineering,Software,SaaS Subscription,Jira,New user license,$25.00,Company Credit Card,Approved
508,2024-09-10,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for hackathon,$280.00,Company Credit Card,Approved
509,2024-09-11,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
510,2024-09-11,PROJ-004,Delta R&D,Research,Travel,Accommodation,Motel 6,Hotel for conference,$90.00,Company Credit Card,Approved
511,2024-09-12,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
512,2024-09-12,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
513,2024-09-13,PROJ-005,Epsilon Dev,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
514,2024-09-13,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Staples,Whiteboard markers,$20.00,Petty Cash,Approved
515,2024-09-14,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee A,Bi-weekly salary,$2500.00,Bank Transfer,Approved
516,2024-09-14,PROJ-001,Alpha Launch,Marketing,Supplies,Printed Materials,PrintShop,Product brochures,$450.00,Company Credit Card,Approved
517,2024-09-15,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
518,2024-09-15,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Hilton,Hotel stay for conference,$320.00,Company Credit Card,Approved
519,2024-09-16,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent C,Quarterly commission,$1800.00,Bank Transfer,Approved
520,2024-09-16,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
521,2024-09-17,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
522,2024-09-17,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
523,2024-09-18,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
524,2024-09-18,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
525,2024-09-19,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
526,2024-09-19,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
527,2024-09-20,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
528,2024-09-20,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee B,Bi-weekly salary,$2800.00,Bank Transfer,Approved
529,2024-09-21,PROJ-003,Gamma Integration,Sales,Travel,Meals,Subway,Client lunch,$25.00,Petty Cash,Approved
530,2024-09-21,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
531,2024-09-22,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
532,2024-09-22,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$200.00,Company Credit Card,Approved
533,2024-09-23,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
534,2024-09-23,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Hilton,Hotel stay for client visit,$250.00,Company Credit Card,Approved
535,2024-09-24,PROJ-004,Delta R&D,Research,Travel,Accommodation,Motel 6,Hotel for conference,$90.00,Company Credit Card,Approved
536,2024-09-24,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event staff catering,$450.00,Company Credit Card,Approved
537,2024-09-25,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
538,2024-09-25,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee C,Bi-weekly salary,$3200.00,Bank Transfer,Approved
539,2024-09-26,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
540,2024-09-26,PROJ-004,Delta R&D,Research,Software,Data Analytics,DataGenius,Annual license renewal,$1500.00,Bank Transfer,Approved
541,2024-09-27,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
542,2024-09-27,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
543,2024-09-28,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Grand Hotel,Hotel for hackathon,$280.00,Company Credit Card,Approved
544,2024-09-28,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
545,2024-09-29,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Chemical supplies,$150.00,Company Credit Card,Approved
546,2024-09-29,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
547,2024-09-30,PROJ-002,Beta Test,Engineering,Payroll,Salaries,Employee D,Bi-weekly salary,$3500.00,Bank Transfer,Approved
548,2024-09-30,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
549,2024-10-01,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
550,2024-10-01,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research trip,$120.00,Company Credit Card,Approved
551,2024-10-02,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
552,2024-10-02,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
553,2024-10-03,PROJ-005,Epsilon Dev,Engineering,Travel,Flights,FlyHigh Airlines,Flight to vendor site,$380.00,Company Credit Card,Approved
554,2024-10-03,PROJ-003,Gamma Integration,Sales,Travel,Flights,AeroJet Airlines,Client visit flight,$350.00,Company Credit Card,Approved
555,2024-10-04,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee E,Bi-weekly salary,$2600.00,Bank Transfer,Approved
556,2024-10-04,PROJ-001,Alpha Launch,Marketing,Marketing,PR,Public Relations Group,Media outreach,$800.00,Bank Transfer,Approved
557,2024-10-05,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
558,2024-10-05,PROJ-005,Epsilon Dev,Engineering,Supplies,Hardware,MicroElectronics,New circuit boards,$850.00,Company Credit Card,Approved
559,2024-10-06,PROJ-003,Gamma Integration,Sales,Software,SaaS Subscription,Zoom,Quarterly renewal,$50.00,Company Credit Card,Approved
560,2024-10-06,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
561,2024-10-07,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
562,2024-10-07,PROJ-002,Beta Test,Engineering,Software,Development Tools,CodeWare Inc.,Bug tracking software,$50.00,Company Credit Card,Approved
563,2024-10-08,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee F,Bi-weekly salary,$2900.00,Bank Transfer,Approved
564,2024-10-08,PROJ-003,Gamma Integration,Sales,Travel,Accommodation,Grand Hotel,Hotel for client visit,$250.00,Company Credit Card,Approved
565,2024-10-09,PROJ-004,Delta R&D,Research,Travel,Accommodation,Inn & Suites,Hotel for conference,$180.00,Company Credit Card,Approved
566,2024-10-09,PROJ-001,Alpha Launch,Marketing,Supplies,Promotional Items,PromoPlus,Swag bags,$250.00,Company Credit Card,Approved
567,2024-10-10,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for vendor meeting,$220.00,Company Credit Card,Approved
568,2024-10-10,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
569,2024-10-11,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent A,Quarterly commission,$1200.00,Bank Transfer,Approved
570,2024-10-11,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,Lab Essentials,Consumables replenishment,$75.00,Company Credit Card,Approved
571,2024-10-12,PROJ-001,Alpha Launch,Marketing,Marketing,Social Media Ads,SocialAds Co.,Ad budget,$300.00,Company Credit Card,Approved
572,2024-10-12,PROJ-002,Beta Test,Engineering,Travel,Flights,AeroJet Airlines,Flight to vendor,$410.00,Company Credit Card,Approved
573,2024-10-13,PROJ-005,Epsilon Dev,Engineering,Supplies,Electronics,Gadget Store,Wireless headphones,$80.00,Company Credit Card,Approved
574,2024-10-13,PROJ-003,Gamma Integration,Sales,Software,Sales Tools,Sales Navigator,Annual renewal,$800.00,Bank Transfer,Approved
575,2024-10-14,PROJ-004,Delta R&D,Research,Payroll,Salaries,Employee G,Bi-weekly salary,$3100.00,Bank Transfer,Approved
576,2024-10-14,PROJ-001,Alpha Launch,Marketing,Software,CRM,HubSpot,Monthly subscription,$250.00,Bank Transfer,Approved
577,2024-10-15,PROJ-002,Beta Test,Engineering,Supplies,Hardware,MicroElectronics,Prototype components,$600.00,Company Credit Card,Approved
578,2024-10-15,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Motel 6,Hotel for hackathon,$90.00,Company Credit Card,Approved
579,2024-10-16,PROJ-003,Gamma Integration,Sales,Travel,Meals,Steakhouse,Client dinner,$210.00,Company Credit Card,Approved
580,2024-10-16,PROJ-004,Delta R&D,Research,Travel,Flights,AeroJet Airlines,Flight for research trip,$550.00,Company Credit Card,Approved
581,2024-10-17,PROJ-001,Alpha Launch,Marketing,Marketing,SEO,SEO Gurus,Monthly SEO services,$500.00,Bank Transfer,Approved
582,2024-10-17,PROJ-002,Beta Test,Engineering,Travel,Meals,Pizzeria,Team dinner,$85.00,Company Credit Card,Approved
583,2024-10-18,PROJ-005,Epsilon Dev,Engineering,Payroll,Salaries,Employee H,Bi-weekly salary,$3000.00,Bank Transfer,Approved
584,2024-10-18,PROJ-003,Gamma Integration,Sales,Supplies,Office Supplies,Office Depot,Desk monitor,$180.00,Company Credit Card,Approved
585,2024-10-19,PROJ-004,Delta R&D,Research,Travel,Transportation,Rent-A-Car,Car rental for research,$120.00,Company Credit Card,Approved
586,2024-10-19,PROJ-001,Alpha Launch,Marketing,Travel,Accommodation,Hilton,Hotel stay for conference,$1400.00,Company Credit Card,Approved
587,2024-10-20,PROJ-002,Beta Test,Engineering,Software,Design Tools,SketchUp,Design software license,$450.00,Company Credit Card,Approved
588,2024-10-20,PROJ-005,Epsilon Dev,Engineering,Travel,Accommodation,Inn & Suites,Hotel for vendor meeting,$220.00,Company Credit Card,Approved
589,2024-10-21,PROJ-003,Gamma Integration,Sales,Payroll,Commissions,Sales Agent B,Quarterly commission,$1500.00,Bank Transfer,Approved
590,2024-10-21,PROJ-004,Delta R&D,Research,Supplies,Lab Equipment,BioLab,Microscopes,$4500.00,Bank Transfer,Approved
591,2024-10-22,PROJ-001,Alpha Launch,Marketing,Marketing,Events,Event Planners,Event decorations,$200.00,Company Credit Card,Approved
592,2024-10-22,PROJ-002,Beta Test,Engineering,Travel,Accommodation,Hilton,Hotel stay for a week,$1400.00,Company Credit Card,Approved
593,2024-10-23,PROJ-005,Epsilon Dev,Engineering,Software,Cloud Services,CloudBurst Inc.,Quarterly billing,$1800.00,Bank Transfer,Approved
